Iteration 0, loss=0.6947906613349915
Iteration 6600, loss=0.6626714468002319
Iteration 6700, loss=0.7203739881515503
Iteration 6800, loss=0.740263819694519
Iteration 6900, loss=0.6673283576965332
Iteration 7000, loss=0.7339433431625366
Iteration 7100, loss=0.729293942451477
Iteration 7200, loss=0.6596091389656067
Iteration 7300, loss=0.727057933807373
Iteration 7400, loss=0.721528947353363
Iteration 7500, loss=0.657992422580719
Iteration 7600, loss=0.6552689075469971
Iteration 7700, loss=0.7374104261398315
Iteration 7800, loss=0.7182193994522095
Iteration 7900, loss=0.6465430855751038
Iteration 8000, loss=0.6414661407470703
Iteration 8100, loss=0.7207682728767395
Iteration 8200, loss=0.6675681471824646
Iteration 8300, loss=0.7174514532089233
Iteration 8400, loss=0.6653465628623962
Iteration 8500, loss=0.7171942591667175
Iteration 8600, loss=0.7127694487571716
Iteration 8700, loss=0.7182604670524597
Iteration 8800, loss=0.6683664321899414
Iteration 8900, loss=0.6467249393463135
Iteration 9000, loss=0.6701630353927612
Iteration 9100, loss=0.7061083316802979
Iteration 9200, loss=0.7107182741165161
Iteration 9300, loss=0.6362501978874207
Iteration 9400, loss=0.6680079698562622
Iteration 9500, loss=0.6698995232582092
Iteration 9600, loss=0.7189628481864929
Iteration 9700, loss=0.7072505950927734
Iteration 9800, loss=0.6624360680580139
Iteration 9900, loss=0.7119022607803345
Iteration 10000, loss=0.6770303249359131
{'sailors': 0.28689843, 'formal': 0.29672062, 'concluded': 0.29988858, 'carefully': 0.30187386, 'dancers': 0.31092322, 'tiny': 0.3986649, 'foremost': 0.41900867, 'kidney': 0.5574275, 'emergence': 0.6517864, 'eight': 1.0}
Iteration 10100, loss=0.6734753251075745
Iteration 10200, loss=0.6572590470314026
Iteration 10300, loss=0.7149759531021118
Iteration 10400, loss=0.7006373405456543
Iteration 10500, loss=0.7057839632034302
Iteration 10600, loss=0.6655347347259521
Iteration 10700, loss=0.6858252286911011
Iteration 10800, loss=0.5490137934684753
Iteration 10900, loss=0.6846538782119751
Iteration 11000, loss=0.7403178811073303
Iteration 11100, loss=0.670222282409668
Iteration 11200, loss=0.7177216410636902
Iteration 11300, loss=0.6877303123474121
Iteration 11400, loss=0.6840143799781799
Iteration 11500, loss=0.693831205368042
Iteration 11600, loss=0.676212728023529
Iteration 11700, loss=0.6831530928611755
Iteration 11800, loss=0.7310620546340942
Iteration 11900, loss=0.6995790600776672
Iteration 12000, loss=0.6929469108581543
Iteration 12100, loss=0.6972984671592712
Iteration 12200, loss=0.6901457905769348
Iteration 12300, loss=0.6722288131713867
Iteration 12400, loss=0.7034707069396973
Iteration 12500, loss=0.6809312701225281
Iteration 12600, loss=0.6733501553535461
Iteration 12700, loss=0.6767774224281311
Iteration 12800, loss=0.7240861654281616
Iteration 12900, loss=0.7138813734054565
Iteration 13000, loss=0.6994833946228027
Iteration 13100, loss=0.706620991230011
Iteration 13200, loss=0.6998052597045898
Iteration 13300, loss=0.7036364674568176
Iteration 13400, loss=0.6622428894042969
Iteration 13500, loss=0.6963954567909241
Iteration 13600, loss=0.7309072017669678
Iteration 13700, loss=0.6854029893875122
Iteration 13800, loss=0.6229016780853271
Iteration 13900, loss=0.6843817234039307
Iteration 14000, loss=0.7084223031997681
Iteration 14100, loss=0.6823557615280151
Iteration 14200, loss=0.6913976073265076
Iteration 14300, loss=0.6942389011383057
Iteration 14400, loss=0.6908400058746338
Iteration 14500, loss=0.6791597008705139
Iteration 14600, loss=0.684779942035675
Iteration 14700, loss=0.6896346807479858
Iteration 14800, loss=0.7246555089950562
Iteration 14900, loss=0.7091171145439148
Iteration 15000, loss=0.6657290458679199
Iteration 15100, loss=0.6789361834526062
Iteration 15200, loss=0.6984032988548279
Iteration 15300, loss=0.7171498537063599
Iteration 15400, loss=0.6700137257575989
Iteration 15500, loss=0.680315375328064
Iteration 15600, loss=0.7031696438789368
Iteration 15700, loss=0.7315851449966431
Iteration 15800, loss=0.6842914819717407
Iteration 15900, loss=0.6872974634170532
Iteration 16000, loss=0.705260157585144
Iteration 16100, loss=0.6871995329856873
Iteration 16200, loss=0.7009574174880981
Iteration 16300, loss=0.6056383848190308
Iteration 16400, loss=0.7372910380363464
Iteration 16500, loss=0.669684648513794
Iteration 16600, loss=0.7112081050872803
Iteration 16700, loss=0.6966854929924011
Iteration 16800, loss=0.6327041983604431
Iteration 16900, loss=0.6312485933303833
Iteration 17000, loss=0.6889212131500244
Iteration 17100, loss=0.6770381331443787
Iteration 17200, loss=0.6920133829116821
Iteration 17300, loss=0.7667003273963928
Iteration 17400, loss=0.6984367370605469
Iteration 17500, loss=0.6832447052001953
Iteration 17600, loss=0.8134978413581848
Iteration 17700, loss=0.6977432370185852
Iteration 17800, loss=0.691405713558197
Iteration 17900, loss=0.7700038552284241
Iteration 18000, loss=0.7236137986183167
Iteration 18100, loss=0.6855939626693726
Iteration 18200, loss=0.693976879119873
Iteration 18300, loss=0.6876913905143738
Iteration 18400, loss=0.6864466667175293
Iteration 18500, loss=0.7140039205551147
Iteration 18600, loss=0.7145169377326965
Iteration 18700, loss=0.7052149176597595
Iteration 18800, loss=0.6852239966392517
Iteration 18900, loss=0.7049323320388794
Iteration 19000, loss=0.725919246673584
Iteration 19100, loss=0.6960250735282898
Iteration 19200, loss=0.7045973539352417
Iteration 19300, loss=0.6607469916343689
Iteration 19400, loss=0.6480804085731506
Iteration 19500, loss=0.7543473243713379
Iteration 19600, loss=0.6782500147819519
Iteration 19700, loss=0.6476668119430542
Iteration 19800, loss=0.889254629611969
Iteration 19900, loss=0.6785553693771362
Iteration 20000, loss=0.5194969773292542
{'trees': 0.2904201, 'album': 0.319989, 'immortal': 0.35274005, 'kidney': 0.36871395, 'rendered': 0.38346267, 'emergence': 0.40075138, 'monarchy': 0.5115678, 'admired': 0.5762769, 'mod': 0.602379, 'eight': 0.99999994}
Iteration 20100, loss=0.7736670970916748
Iteration 20200, loss=0.736640214920044
Iteration 20300, loss=0.6795852780342102
Iteration 20400, loss=0.6907353401184082
Iteration 20500, loss=0.7273328304290771
Iteration 20600, loss=0.7154107093811035
Iteration 20700, loss=0.7302109003067017
Iteration 20800, loss=0.6675392985343933
Iteration 20900, loss=0.7041032314300537
Iteration 21000, loss=0.645205557346344
Iteration 21100, loss=0.7153275609016418
Iteration 21200, loss=0.6716961860656738
Iteration 21300, loss=0.6763665676116943
Iteration 21400, loss=0.696674644947052
Iteration 21500, loss=0.6836530566215515
Iteration 21600, loss=0.6307017803192139
Iteration 21700, loss=0.6755634546279907
Iteration 21800, loss=0.6947885155677795
Iteration 21900, loss=0.7110639810562134
Iteration 22000, loss=0.6003497242927551
Iteration 22100, loss=0.6534287333488464
Iteration 22200, loss=0.6423488855361938
Iteration 22300, loss=0.7293028235435486
Iteration 22400, loss=0.5885692834854126
Iteration 22500, loss=0.7194604873657227
Iteration 22600, loss=0.6645063757896423
Iteration 22700, loss=0.7198708653450012
Iteration 22800, loss=0.6271757483482361
Iteration 22900, loss=0.6203385591506958
Iteration 23000, loss=0.6562092900276184
Iteration 23100, loss=0.7191986441612244
Iteration 23200, loss=0.6825275421142578
Iteration 23300, loss=0.6702478528022766
Iteration 23400, loss=0.6735714077949524
Iteration 23500, loss=0.6846181154251099
Iteration 23600, loss=0.8235994577407837
Iteration 23700, loss=0.6564182639122009
Iteration 23800, loss=0.6815164089202881
Iteration 23900, loss=0.6261711120605469
Iteration 24000, loss=0.6959133744239807
Iteration 24100, loss=0.6731656789779663
Iteration 24200, loss=0.7579232454299927
Iteration 24300, loss=0.6531277298927307
Iteration 24400, loss=0.6342813968658447
Iteration 24500, loss=0.6269206404685974
Iteration 24600, loss=0.7046488523483276
Iteration 24700, loss=0.7539849281311035
Iteration 24800, loss=0.77066969871521
Iteration 24900, loss=0.6571710109710693
Iteration 25000, loss=0.7258202433586121
Iteration 25100, loss=0.6996585726737976
Iteration 25200, loss=0.4330821931362152
Iteration 25300, loss=1.0082236528396606
Iteration 25400, loss=0.6955503225326538
Iteration 25500, loss=0.7087610363960266
Iteration 25600, loss=0.6988493204116821
Iteration 25700, loss=0.6642405390739441
Iteration 25800, loss=0.6403967142105103
Iteration 25900, loss=0.6395255923271179
Iteration 26000, loss=0.48792436718940735
Iteration 26100, loss=0.69884192943573
Iteration 26200, loss=0.4537232220172882
Iteration 26300, loss=0.6645618677139282
Iteration 26400, loss=0.6892625689506531
Iteration 26500, loss=0.6773673295974731
Iteration 26600, loss=0.7604051232337952
Iteration 26700, loss=0.5721445679664612
Iteration 26800, loss=0.7837873101234436
Iteration 26900, loss=0.8019677400588989
Iteration 27000, loss=0.578324556350708
Iteration 27100, loss=0.6068477034568787
Iteration 27200, loss=0.679866373538971
Iteration 27300, loss=0.6871689558029175
Iteration 27400, loss=0.6576104760169983
Iteration 27500, loss=0.716631293296814
Iteration 27600, loss=0.7358785271644592
Iteration 27700, loss=0.5154699683189392
Iteration 27800, loss=0.7182559967041016
Iteration 27900, loss=0.6906758546829224
Iteration 28000, loss=0.7337968349456787
Iteration 28100, loss=0.6819974780082703
Iteration 28200, loss=0.6836709976196289
Iteration 28300, loss=0.7090076208114624
Iteration 28400, loss=0.6745550632476807
Iteration 28500, loss=0.7284328937530518
Iteration 28600, loss=1.6915971040725708
Iteration 28700, loss=0.6553828120231628
Iteration 28800, loss=0.6325677037239075
Iteration 28900, loss=0.7032573819160461
Iteration 29000, loss=0.7344870567321777
Iteration 29100, loss=0.6416839957237244
Iteration 29200, loss=0.805111289024353
Iteration 29300, loss=0.7210296988487244
Iteration 29400, loss=0.6108923554420471
Iteration 29500, loss=0.6473103761672974
Iteration 29600, loss=0.7279333472251892
Iteration 29700, loss=0.7052427530288696
Iteration 29800, loss=0.7297636866569519
Iteration 29900, loss=0.6866353750228882
Iteration 30000, loss=0.6997717618942261
{'monarchy': 0.39044955, 'ladies': 0.4016937, 'demographics': 0.44236958, 'five': 0.44419825, 'unusual': 0.44949663, 'typically': 0.47695467, 'brussels': 0.4842341, 'mod': 0.50275093, 'indicated': 0.5060915, 'eight': 1.0000001}
Iteration 30100, loss=0.712894856929779
Iteration 30200, loss=0.7028427720069885
Iteration 30300, loss=0.7131631970405579
Iteration 30400, loss=0.7129606604576111
Iteration 30500, loss=0.666560709476471
Iteration 30600, loss=0.7491564750671387
Iteration 30700, loss=0.7381766438484192
Iteration 30800, loss=0.6920187473297119
Iteration 30900, loss=0.6969631314277649
Iteration 31000, loss=0.6918392777442932
Iteration 31100, loss=0.7751891016960144
Iteration 31200, loss=0.5529160499572754
Iteration 31300, loss=0.6879298090934753
Iteration 31400, loss=0.7002332210540771
Iteration 31500, loss=0.7131251096725464
Iteration 31600, loss=0.5762472748756409
Iteration 31700, loss=0.6926479339599609
Iteration 31800, loss=0.7266991138458252
Iteration 31900, loss=0.7239470481872559
Iteration 32000, loss=0.6747654676437378
Iteration 32100, loss=0.6442769169807434
Iteration 32200, loss=0.20985491573810577
Iteration 32300, loss=0.12423139065504074
Iteration 32400, loss=0.674843966960907
Iteration 32500, loss=0.7184363603591919
Iteration 32600, loss=0.7113344073295593
Iteration 32700, loss=0.703436553478241
Iteration 32800, loss=0.7569118738174438
Iteration 32900, loss=0.5218561291694641
Iteration 33000, loss=0.7251100540161133
Iteration 33100, loss=0.6434787511825562
Iteration 33200, loss=0.6578807234764099
Iteration 33300, loss=0.257461816072464
Iteration 33400, loss=0.6433676481246948
Iteration 33500, loss=0.7093833684921265
Iteration 33600, loss=0.6404215097427368
Iteration 33700, loss=0.6784585118293762
Iteration 33800, loss=0.5545933246612549
Iteration 33900, loss=0.6425937414169312
Iteration 34000, loss=0.6949068903923035
Iteration 34100, loss=0.6537786722183228
Iteration 34200, loss=0.7513818740844727
Iteration 34300, loss=0.6445748805999756
Iteration 34400, loss=0.7536244988441467
Iteration 34500, loss=0.6657410264015198
Iteration 34600, loss=0.6604602932929993
Iteration 34700, loss=0.6318547129631042
Iteration 34800, loss=0.7081049680709839
Iteration 34900, loss=0.5789915323257446
Iteration 35000, loss=0.7743616104125977
Iteration 35100, loss=0.643892765045166
Iteration 35200, loss=0.7428544759750366
Iteration 35300, loss=0.687508225440979
Iteration 35400, loss=0.6482013463973999
Iteration 35500, loss=0.5276759266853333
Iteration 35600, loss=0.6621199250221252
Iteration 35700, loss=0.3467457890510559
Iteration 35800, loss=0.2682270109653473
Iteration 35900, loss=0.6633631587028503
Iteration 36000, loss=0.651550829410553
Iteration 36100, loss=0.6803694367408752
Iteration 36200, loss=0.8593060374259949
Iteration 36300, loss=0.7787829637527466
Iteration 36400, loss=0.6885750889778137
Iteration 36500, loss=0.8344317078590393
Iteration 36600, loss=0.6731281280517578
Iteration 36700, loss=0.7293541431427002
Iteration 36800, loss=0.6717448830604553
Iteration 36900, loss=1.171217918395996
Iteration 37000, loss=0.7422916293144226
Iteration 37100, loss=0.6315867304801941
Iteration 37200, loss=0.7397841215133667
Iteration 37300, loss=0.6324437260627747
Iteration 37400, loss=0.6618116497993469
Iteration 37500, loss=0.6369632482528687
Iteration 37600, loss=0.7858959436416626
Iteration 37700, loss=0.6585936546325684
Iteration 37800, loss=0.6512818932533264
Iteration 37900, loss=0.597050130367279
Iteration 38000, loss=0.6504740715026855
Iteration 38100, loss=0.7199864387512207
Iteration 38200, loss=0.7645202279090881
Iteration 38300, loss=0.7047609686851501
Iteration 38400, loss=0.6770546436309814
Iteration 38500, loss=0.6870532035827637
Iteration 38600, loss=0.5970137119293213
Iteration 38700, loss=0.6188209056854248
Iteration 38800, loss=0.5353246331214905
Iteration 38900, loss=0.45096948742866516
Iteration 39000, loss=0.7106594443321228
Iteration 39100, loss=0.7302119731903076
Iteration 39200, loss=0.6695745587348938
Iteration 39300, loss=0.7477282881736755
Iteration 39400, loss=0.603024959564209
Iteration 39500, loss=0.7511298656463623
Iteration 39600, loss=0.6764959692955017
Iteration 39700, loss=0.9722108840942383
Iteration 39800, loss=0.7607778310775757
Iteration 39900, loss=0.6662278175354004
Iteration 40000, loss=0.575542151927948
{'est': 0.38103098, 'unusual': 0.3882081, 'icon': 0.40255734, 'mod': 0.44360992, 'meters': 0.44905582, 'five': 0.47336817, 'acclaimed': 0.48470536, 'spot': 0.49556667, 'salmon': 0.55927086, 'eight': 1.0}
Iteration 40100, loss=0.5449776649475098
Iteration 40200, loss=0.6507392525672913
Iteration 40300, loss=0.7816288471221924
Iteration 40400, loss=0.598437488079071
Iteration 40500, loss=0.7901194095611572
Iteration 40600, loss=0.6398834586143494
Iteration 40700, loss=0.690814197063446
Iteration 40800, loss=0.5850788354873657
Iteration 40900, loss=0.7221964001655579
Iteration 41000, loss=0.7082018852233887
Iteration 41100, loss=0.7170422077178955
Iteration 41200, loss=0.5979190468788147
Iteration 41300, loss=0.7617058753967285
Iteration 41400, loss=0.6989355683326721
Iteration 41500, loss=0.587236762046814
Iteration 41600, loss=0.611677348613739
Iteration 41700, loss=0.7317248582839966
Iteration 41800, loss=0.6579715013504028
Iteration 41900, loss=0.6836169362068176
Iteration 42000, loss=0.17577557265758514
Iteration 42100, loss=0.6105424165725708
Iteration 42200, loss=0.525271475315094
Iteration 42300, loss=0.6712660193443298
Iteration 42400, loss=0.6362308859825134
Iteration 42500, loss=0.636104941368103
Iteration 42600, loss=0.5507558584213257
Iteration 42700, loss=0.7817233204841614
Iteration 42800, loss=0.7242326736450195
Iteration 42900, loss=0.8233426809310913
Iteration 43000, loss=0.7968642711639404
Iteration 43100, loss=0.8716696500778198
Iteration 43200, loss=0.6662829518318176
Iteration 43300, loss=0.6534485220909119
Iteration 43400, loss=0.735272228717804
Iteration 43500, loss=0.6204645037651062
Iteration 43600, loss=0.5718690156936646
Iteration 43700, loss=0.7585850954055786
Iteration 43800, loss=0.3237588405609131
Iteration 43900, loss=0.5796268582344055
Iteration 44000, loss=0.6607212424278259
Iteration 44100, loss=0.6211690306663513
Iteration 44200, loss=0.7300364375114441
Iteration 44300, loss=0.6737810969352722
Iteration 44400, loss=0.6371257901191711
Iteration 44500, loss=0.6470016837120056
Iteration 44600, loss=0.43603429198265076
Iteration 44700, loss=0.805330753326416
Iteration 44800, loss=0.761077880859375
Iteration 44900, loss=0.6618379950523376
Iteration 45000, loss=0.6241967082023621
Iteration 45100, loss=0.638224184513092
Iteration 45200, loss=0.6742322444915771
Iteration 45300, loss=0.6670953035354614
Iteration 45400, loss=0.6377109885215759
Iteration 45500, loss=1.0092568397521973
Iteration 45600, loss=0.6844274997711182
Iteration 45700, loss=0.7002501487731934
Iteration 45800, loss=0.7084693908691406
Iteration 45900, loss=0.6875543594360352
Iteration 46000, loss=0.6906114816665649
Iteration 46100, loss=0.5811498165130615
Iteration 46200, loss=0.6825699806213379
Iteration 46300, loss=0.6626951694488525
Iteration 46400, loss=0.6373244524002075
Iteration 46500, loss=0.6579904556274414
Iteration 46600, loss=0.4797787666320801
Iteration 46700, loss=0.578201413154602
Iteration 46800, loss=0.6820564270019531
Iteration 46900, loss=4.606019496917725
Iteration 47000, loss=0.5270929932594299
Iteration 47100, loss=0.6567699313163757
Iteration 47200, loss=0.6122738122940063
Iteration 47300, loss=0.20570841431617737
Iteration 47400, loss=0.6754098534584045
Iteration 47500, loss=0.7157855033874512
Iteration 47600, loss=0.8200544118881226
Iteration 47700, loss=0.6975724697113037
Iteration 47800, loss=0.6895209550857544
Iteration 47900, loss=0.6923879384994507
Iteration 48000, loss=0.6684526801109314
Iteration 48100, loss=0.967788815498352
Iteration 48200, loss=0.6516661643981934
Iteration 48300, loss=0.18652182817459106
Iteration 48400, loss=0.7309304475784302
Iteration 48500, loss=0.6902632117271423
Iteration 48600, loss=0.7018784880638123
Iteration 48700, loss=0.6675088405609131
Iteration 48800, loss=0.7069774866104126
Iteration 48900, loss=0.47653767466545105
Iteration 49000, loss=0.6098176836967468
Iteration 49100, loss=0.6731855273246765
Iteration 49200, loss=0.6193722486495972
Iteration 49300, loss=1.1592243909835815
Iteration 49400, loss=0.747381329536438
Iteration 49500, loss=0.7374898195266724
Iteration 49600, loss=0.8501472473144531
Iteration 49700, loss=0.7202882170677185
Iteration 49800, loss=0.4389059841632843
Iteration 49900, loss=0.6976035833358765
Iteration 50000, loss=0.6706482172012329
{'unusual': 0.32597005, 'mod': 0.3315923, 'gibraltar': 0.36157846, 'icon': 0.36847526, 'est': 0.3836091, 'meters': 0.4321944, 'five': 0.43262574, 'salmon': 0.4922384, 'wake': 0.51313186, 'eight': 1.0000001}
Iteration 50100, loss=0.6638893485069275
Iteration 50200, loss=0.7132793068885803
Iteration 50300, loss=0.6509483456611633
Iteration 50400, loss=0.6631298661231995
Iteration 50500, loss=0.7017558813095093
Iteration 50600, loss=0.7955247759819031
Iteration 50700, loss=0.6603299975395203
Iteration 50800, loss=0.5626621246337891
Iteration 50900, loss=0.5940877795219421
Iteration 51000, loss=0.4828379154205322
Iteration 51100, loss=0.6547920107841492
Iteration 51200, loss=0.6850895881652832
Iteration 51300, loss=0.4062955677509308
Iteration 51400, loss=0.7038874626159668
Iteration 51500, loss=0.8455934524536133
Iteration 51600, loss=0.7000927925109863
Iteration 51700, loss=0.6696810722351074
Iteration 51800, loss=0.5640000700950623
Iteration 51900, loss=0.8681954741477966
Iteration 52000, loss=0.7621713280677795
Iteration 52100, loss=0.6962889432907104
Iteration 52200, loss=0.5908319354057312
Iteration 52300, loss=0.6758763194084167
Iteration 52400, loss=0.575173556804657
Iteration 52500, loss=0.6679723858833313
Iteration 52600, loss=0.6948783993721008
Iteration 52700, loss=0.5900723934173584
Iteration 52800, loss=0.6729378700256348
Iteration 52900, loss=0.5993022322654724
Iteration 53000, loss=0.7326004505157471
Iteration 53100, loss=0.780442476272583
Iteration 53200, loss=0.6546474099159241
Iteration 53300, loss=0.7141894102096558
Iteration 53400, loss=0.29419776797294617
Iteration 53500, loss=0.6932880878448486
Iteration 53600, loss=0.6542677283287048
Iteration 53700, loss=0.6412089467048645
Iteration 53800, loss=0.6877410411834717
Iteration 53900, loss=0.8795292973518372
Iteration 54000, loss=0.7254412174224854
Iteration 54100, loss=0.6941349506378174
Iteration 54200, loss=0.703968346118927
Iteration 54300, loss=0.5777473449707031
Iteration 54400, loss=0.6445088386535645
Iteration 54500, loss=0.776396632194519
Iteration 54600, loss=0.614400327205658
Iteration 54700, loss=0.6104477643966675
Iteration 54800, loss=0.7206978797912598
Iteration 54900, loss=0.542709469795227
Iteration 55000, loss=0.2516094744205475
Iteration 55100, loss=0.7042970061302185
Iteration 55200, loss=0.7986958026885986
Iteration 55300, loss=0.6020958423614502
Iteration 55400, loss=0.4454568922519684
Iteration 55500, loss=0.6917724609375
Iteration 55600, loss=0.7098280191421509
Iteration 55700, loss=0.7139598727226257
Iteration 55800, loss=0.42122966051101685
Iteration 55900, loss=0.7527024745941162
Iteration 56000, loss=0.7465542554855347
Iteration 56100, loss=0.7315447330474854
Iteration 56200, loss=0.09051977097988129
Iteration 56300, loss=1.200644850730896
Iteration 56400, loss=0.841794490814209
Iteration 56500, loss=0.5500246286392212
Iteration 56600, loss=0.7277170419692993
Iteration 56700, loss=0.45589181780815125
Iteration 56800, loss=0.6262256503105164
Iteration 56900, loss=0.6560351848602295
Iteration 57000, loss=0.7370377779006958
Iteration 57100, loss=0.5533910989761353
Iteration 57200, loss=0.694685697555542
Iteration 57300, loss=0.6771397590637207
Iteration 57400, loss=0.6335868835449219
Iteration 57500, loss=0.7802262902259827
Iteration 57600, loss=0.6318137645721436
Iteration 57700, loss=0.7996708750724792
Iteration 57800, loss=1.2031757831573486
Iteration 57900, loss=0.69687420129776
Iteration 58000, loss=0.31392544507980347
Iteration 58100, loss=0.6206168532371521
Iteration 58200, loss=0.6922613978385925
Iteration 58300, loss=0.6713956594467163
Iteration 58400, loss=0.07689203321933746
Iteration 58500, loss=0.7049959301948547
Iteration 58600, loss=0.7273014187812805
Iteration 58700, loss=0.6685164570808411
Iteration 58800, loss=0.3860071301460266
Iteration 58900, loss=0.7124338150024414
Iteration 59000, loss=1.1967324018478394
Iteration 59100, loss=0.6407814025878906
Iteration 59200, loss=0.6402599215507507
Iteration 59300, loss=0.9123894572257996
Iteration 59400, loss=0.64194256067276
Iteration 59500, loss=0.45888763666152954
Iteration 59600, loss=0.7231199741363525
Iteration 59700, loss=0.7551802396774292
Iteration 59800, loss=0.6326079368591309
Iteration 59900, loss=0.6424406170845032
Iteration 60000, loss=0.44507184624671936
{'icon': 0.31469598, 'unusual': 0.33702362, 'gibraltar': 0.35302633, 'two': 0.3636551, 'pioneer': 0.37510943, 'meters': 0.39368683, 'salmon': 0.450844, 'five': 0.5004282, 'wake': 0.5071345, 'eight': 0.99999994}
Iteration 60100, loss=0.6031250357627869
Iteration 60200, loss=0.5960450768470764
Iteration 60300, loss=0.5382973551750183
Iteration 60400, loss=0.5006985664367676
Iteration 60500, loss=0.5485411882400513
Iteration 60600, loss=0.39314576983451843
Iteration 60700, loss=0.7341986298561096
Iteration 60800, loss=0.7323856353759766
Iteration 60900, loss=0.703925371170044
Iteration 61000, loss=0.13162323832511902
Iteration 61100, loss=0.6118702292442322
Iteration 61200, loss=0.7183797359466553
Iteration 61300, loss=0.8790215849876404
Iteration 61400, loss=0.42923712730407715
Iteration 61500, loss=0.11693637818098068
Iteration 61600, loss=0.6831830739974976
Iteration 61700, loss=0.6928436756134033
Iteration 61800, loss=0.6621594429016113
Iteration 61900, loss=0.7329498529434204
Iteration 62000, loss=0.81523597240448
Iteration 62100, loss=0.6574693918228149
Iteration 62200, loss=0.7788453102111816
Iteration 62300, loss=0.1455617994070053
Iteration 62400, loss=0.6129224896430969
Iteration 62500, loss=0.7883061170578003
Iteration 62600, loss=0.47068721055984497
Iteration 62700, loss=0.8078292608261108
Iteration 62800, loss=0.8100662231445312
Iteration 62900, loss=0.6707117557525635
Iteration 63000, loss=0.7911874055862427
Iteration 63100, loss=0.8914790153503418
Iteration 63200, loss=0.6066282987594604
Iteration 63300, loss=0.5731937289237976
Iteration 63400, loss=0.7323923707008362
Iteration 63500, loss=2.4121041297912598
Iteration 63600, loss=0.8532522916793823
Iteration 63700, loss=0.41795599460601807
Iteration 63800, loss=0.7356477379798889
Iteration 63900, loss=0.6591171622276306
Iteration 64000, loss=0.9638398885726929
Iteration 64100, loss=0.5916985869407654
Iteration 64200, loss=0.6512526869773865
Iteration 64300, loss=0.6585274338722229
Iteration 64400, loss=0.780927300453186
Iteration 64500, loss=0.9307323098182678
Iteration 64600, loss=0.6687058806419373
Iteration 64700, loss=0.640761137008667
Iteration 64800, loss=0.7458545565605164
Iteration 64900, loss=0.6595680713653564
Iteration 65000, loss=0.7772383093833923
Iteration 65100, loss=0.6682708859443665
Iteration 65200, loss=0.719086766242981
Iteration 65300, loss=0.6838585138320923
Iteration 65400, loss=0.8023945093154907
Iteration 65500, loss=0.628936231136322
Iteration 65600, loss=0.6148012280464172
Iteration 65700, loss=0.4564543664455414
Iteration 65800, loss=0.7511982321739197
